title,price,house_area,land_area,location,date_posted
Дом 74 м² на участке 6 сот.,2 500 000 ₽,74 м²,6 сот.,"СНТ Рогово-1Варшавское шоссе, 53 км",3 дня назад
Дом 280 м² на участке 5 сот.,5 000 000 ₽,280 м²,5 сот.,"д. ФёдоровкаПятницкое шоссе, 11 км",7 дней назад
Дом 135 м² на участке 6 сот.,11 500 000 ₽,135 м²,6 сот.,"КрасногорскПятницкое шоссе, 17 км",3 дня назад
Дом 90 м² на участке 6 сот.,3 500 000 ₽,90 м²,6 сот.,"садовое товарищество ОзёрноеВолоколамское шоссе, 62 км",4 июля 19:49
Дом 120 м² на участке 5 сот.,5 345 000 ₽,120 м²,5 сот.,"с. ШараповоСимферопольское шоссе, 50 км",7 дней назад
Дом 75 м² на участке 6 сот.,3 000 000 ₽,75 м²,6 сот.,"КП Большое ТатариновоНовокаширское шоссе, 46 км",3 дня назад
"Дом 152 м² на участке 7,2 сот.",11 200 000 ₽,152 м²,"7,2 сот.","ДомодедовоНовокаширское шоссе, 39 км",3 дня назад
Дом 111 м² на участке 8 сот.,11 450 000 ₽,111 м²,8 сот.,"БронницыНоворязанское шоссе, 40 км",16 июня 13:10
"Дом 76,7 м² на участке 17,1 сот.",2 400 000 ₽,"76,7 м²","17,1 сот.","с. МышенскоеНовокаширское шоссе, 62 км",7 дней назад
"Дом 36 м² на участке 1,5 сот.",2 000 000 ₽,36 м²,"1,5 сот.","пгт. ПравдинскийЯрославское шоссе, 22 км",7 дней назад
Дом 110 м² на участке 16 сот.,4 000 000 ₽,110 м²,16 сот.,"СНТ Темп-ШереметьевоДмитровское шоссе, 40 км",5 июля 16:51
Дом 108 м² на участке 8 сот.,2 950 000 ₽,108 м²,8 сот.,"д. Мансурово, СНТ ОстрожкиНовокаширское шоссе, 41 км",3 дня назад
"Дом 150 м² на участке 7,5 сот.",3 800 000 ₽,150 м²,"7,5 сот.","д. ЕпихиноЕгорьевское шоссе, 127 км",7 июля 13:49
Дом 110 м² на участке 6 сот.,5 999 000 ₽,110 м²,6 сот.,"КП Лисичкино-2Рязанское шоссе, 46 км",17 июля 13:36
"Дом 100 м² на участке 6,8 сот.",4 700 000 ₽,100 м²,"6,8 сот.","пос. ВельяминовоНовокаширское шоссе, 45 км",4 августа 16:26
Дом 110 м² на участке 5 сот.,7 000 000 ₽,110 м²,5 сот.,"с. ВельяминовоНовокаширское шоссе, 45 км",9 апреля 2024
Дом 146 м² на участке 8 сот.,9 500 000 ₽,146 м²,8 сот.,"с. СвитиноВаршавское шоссе, 42 км",3 дня назад
Дача 42 м² на участке 10 сот.,850 000 ₽,42 м²,10 сот.,"садоводческое некоммерческое товарищество СодружествоМинское шоссе, 110 км",12 августа 2023
Дом 66 м² на участке 10 сот.,4 200 000 ₽,66 м²,10 сот.,"с. Федосьино, коттеджный пос. Прибрежный паркНоворязанское шоссе, 70 км",3 недели назад
Дом 80 м² на участке 12 сот.,7 700 000 ₽,80 м²,12 сот.,"СНТ ВегаНоворязанское шоссе, 38 км",5 июля 15:58
"Дача 46,1 м² на участке 8,3 сот.",3 000 000 ₽,"46,1 м²","8,3 сот.","СНТ МалиновкаЯрославское шоссе, 38 км",5 августа 17:06
Дом 110 м² на участке 8 сот.,9 100 000 ₽,110 м²,8 сот.,"ТСН Ромашкино-2Симферопольское шоссе, 58 км",4 июля 13:24
Дом 96 м² на участке 8 сот.,7 039 200 ₽,96 м²,8 сот.,"д. МартемьяновоКиевское шоссе, 28 км",7 дней назад
"Дом 76,2 м² на участке 7,5 сот.",2 990 000 ₽,"76,2 м²","7,5 сот.","СНТ ДружбаКаширское шоссе, 41 км",28 января 16:46
Коттедж 400 м² на участке 6 сот.,11 500 000 ₽,400 м²,6 сот.,"д. ПисковоКалужское шоссе, 12 км",Вчера
Дом 35 м² на участке 8 сот.,1 890 000 ₽,35 м²,8 сот.,"пгт. имени Воровского, СНТ ЗдоровьеНосовихинское шоссе, 26 км",25 июня 15:54
Дача 70 м² на участке 6 сот.,3 000 000 ₽,70 м²,6 сот.,"садовое товарищество РодникиКиевское шоссе, 49 км",2 июля 12:21
"Дом 73 м² на участке 8,5 сот.",6 500 000 ₽,73 м²,"8,5 сот.","СНТ Долгий ЛугСимферопольское шоссе, 53 км",18 июня 21:47
"Дом 154 м² на участке 2,8 сот.",7 700 000 ₽,154 м²,"2,8 сот.","с. НикитскоеНовокаширское шоссе, 19 км",2 августа 13:02
Дом 296 м² на участке 13 сот.,14 900 000 ₽,296 м²,13 сот.,"СолнечногорскПятницкое шоссе, 47 км",7 дней назад
Коттедж 92 м² на участке 14 сот.,6 500 000 ₽,92 м²,14 сот.,"д. НикульскоеДмитровское шоссе, 34 км",3 дня назад
"Дом 200 м² на участке 7,4 сот.",12 500 000 ₽,200 м²,"7,4 сот.","с. Зелёная СлободаНоворязанское шоссе, 17 км",14 мая 19:13
Дом 70 м² на участке 15 сот.,5 300 000 ₽,70 м²,15 сот.,"д. ЁлкиноНоворязанское шоссе, 73 км",3 дня назад
"Дом 63 м² на участке 5,5 сот.",7 000 000 ₽,63 м²,"5,5 сот.","ТроицкКалужское шоссе, 19 км",14 декабря 2024
"Дом 71,7 м² на участке 5 сот.",2 100 000 ₽,"71,7 м²",5 сот.,"д. КуровоВолоколамское шоссе, 53 км",24 мая 22:09
Дача 85 м² на участке 15 сот.,3 000 000 ₽,85 м²,15 сот.,"д. ОтчищевоНоворижское шоссе, 88 км",3 дня назад
Дача 60 м² на участке 6 сот.,1 600 000 ₽,60 м²,6 сот.,"СНТ Стрела-2Егорьевское шоссе, 42 км",3 недели назад
"Дом 100 м² на участке 7,5 сот.",5 560 000 ₽,100 м²,"7,5 сот.","коттеджный пос. ГоршковоДмитровское шоссе, 53 км",3 дня назад
"Дом 130 м² на участке 7,5 сот.",6 500 000 ₽,130 м²,"7,5 сот.","коттеджный пос. Лесная АллеяКиевское шоссе, 60 км",7 дней назад
"Коттедж 163 м² на участке 4,5 сот.",15 500 000 ₽,163 м²,"4,5 сот.","д. АкиньшиноКиевское шоссе, 17 км",24 мая 2021
Дом 110 м² на участке 6 га,5 900 000 ₽,110 м²,Не указана,"СНТ ДюныМожайское шоссе, 56 км",3 дня назад
"Дача 96 м² на участке 7,2 сот.",3 600 000 ₽,96 м²,"7,2 сот.","с. МарфиноДмитровское шоссе, 18 км",7 дней назад
"Дом 110 м² на участке 8,2 сот.",8 600 000 ₽,110 м²,"8,2 сот.","коттеджный пос. НордикВолоколамское шоссе, 62 км",28 июля 05:48
Дача 130 м² на участке 6 сот.,5 500 000 ₽,130 м²,6 сот.,"СНТ ВишенкаЕгорьевское шоссе, 46 км",6 июля 14:23
Дача 49 м² на участке 6 сот.,2 690 000 ₽,49 м²,6 сот.,"СНТ РыжиковоСимферопольское шоссе, 60 км",7 дней назад
Дом 90 м² на участке 15 сот.,7 350 000 ₽,90 м²,15 сот.,"РаменскоеЕгорьевское шоссе, 26 км",7 дней назад
"Дом 29,4 м² на участке 8 сот.",1 550 000 ₽,"29,4 м²",8 сот.,"д. ЖальскоеСимферопольское шоссе, 54 км",7 дней назад
"Дом 100 м² на участке 7,5 сот.",5 590 000 ₽,100 м²,"7,5 сот.","КоломнаНоворязанское шоссе, 84 км",7 дней назад
Дом 64 м² на участке 12 сот.,2 999 000 ₽,64 м²,12 сот.,"д. БузуковоКаширское шоссе, 84 км",8 июля 13:03
"Дом 85 м² на участке 7,8 сот.",14 490 009 ₽,85 м²,"7,8 сот.","коттеджный пос. МастерградВолоколамское шоссе, 50 км",18 июня 2024
"Коттедж 185 м² на участке 11,6 сот.",11 900 000 ₽,185 м²,"11,6 сот.","КП КотовоВолоколамское шоссе, 40 км",1 неделю назад
Дом 350 м² на участке 10 сот.,30 000 000 ₽,350 м²,10 сот.,"д. ЕрмолиноДмитровское шоссе, 26 км",7 дней назад
Дом 90 м² на участке 7 сот.,5 200 000 ₽,90 м²,7 сот.,"с. ЛипицыСимферопольское шоссе, 83 км",7 дней назад
Дом 110 м² на участке 14 сот.,7 000 000 ₽,110 м²,14 сот.,"д. ЦибиноЕгорьевское шоссе, 42 км",3 дня назад
Дача 220 м² на участке 16 сот.,12 500 000 ₽,220 м²,16 сот.,"СНТ Спасс-ТорбеевоЯрославское шоссе, 45 км",11 марта 16:46
"Дом 105 м² на участке 9,6 сот.",6 500 000 ₽,105 м²,"9,6 сот.","СНТ Якорь-1Можайское шоссе, 42 км",29 мая 18:42
Дом 157 м² на участке 15 сот.,18 600 000 ₽,157 м²,15 сот.,д. СупоневоИльинское шоссе,7 июля 2017
Дача 90 м² на участке 8 сот.,3 500 000 ₽,90 м²,8 сот.,"СНТ ЛесникНовокаширское шоссе, 58 км",4 августа 21:19
"Дача 36 м² на участке 6,6 сот.",1 900 000 ₽,36 м²,"6,6 сот.","садоводческое некоммерческое товарищество КалинкаМинское шоссе, 75 км",7 дней назад
Дом 168 м² на участке 10 сот.,2 799 000 ₽,168 м²,10 сот.,"д. СемёнковоВолоколамское шоссе, 59 км",27 июня 12:54
Дом 190 м² на участке 6 сот.,33 000 000 ₽,190 м²,6 сот.,"СНТ Перхушково-2Можайское шоссе, 18 км",3 дня назад
"Дом 129 м² на участке 8,1 сот.",9 900 000 ₽,129 м²,"8,1 сот.","д. ЕремеевоПятницкое шоссе, 26 км",3 дня назад
